npbpID,playerID,yearID,stint,lgID,teamID,POS,G,W,L,SV,HLD,HP,CG,SHO,WL_pct,BFP,IPouts,H,HR,BB,HBP,SO,WP,BK,R,ER,ERA,GS,K_pct,BB_pct,HR_pct,BABIP,LOB%,IBB,RA-,FIP-,RA9_WAR,WAR
17506,106879,2021,1,PL,SOFTBANK,RP,8,0,0,0,0,0,0,0,,34,31,3,1,2,0,9,0,0,1,1,0.87,0,0.265,0.059,0.029,0.095,1,0,23,83,0.3,0.1
17507,106879,2022,1,PL,SOFTBANK,RP,9,1,0,0,0,1,0,0,1,54,34,14,2,6,0,11,1,0,7,7,5.56,0,0.204,0.111,0.037,0.353,0.756,0,160,134,-0.2,-0.1
17508,106879,2023,1,PL,SOFTBANK,,12,0,1,0,0,0,0,0,0,75,54,18,3,3,1,15,0,0,11,8,4,,,,,,,,,,,
17509,106879,2024,1,PL,SOFTBANK,,12,2,0,0,3,5,0,0,1,46,34,8,0,3,0,15,0,1,4,3,2.31,,,,,,,,,,,
17510,106879,2025,1,PL,SOFTBANK,,18,0,0,0,2,2,0,0,0,73,46,17,2,7,0,15,1,0,8,5,2.87,,,,,,,,,,,
17511,106880,2020,1,CL,HANSHIN,RP,28,2,4,0,11,13,0,0,0.333,232,170,54,6,13,3,39,0,0,21,20,3.18,6,0.168,0.056,0.026,0.284,0.795,1,81,103,1.2,0.5
17512,106880,2021,1,CL,HANSHIN,SP,20,9,3,0,0,0,0,0,0.75,465,339,99,10,24,3,87,0,0,39,37,2.95,20,0.187,0.052,0.022,0.264,0.777,1,80,92,2.6,2
17513,106880,2022,1,CL,HANSHIN,SP,16,5,5,0,0,0,1,0,0.5,372,277,80,6,16,3,52,1,0,32,28,2.73,16,0.14,0.043,0.016,0.26,0.74,1,86,97,1.8,1.3
17514,106883,2020,1,PL,NIPPON-HAM,SP,12,3,5,0,0,0,0,0,0.375,269,181,63,9,30,3,43,1,0,40,34,5.07,12,0.16,0.112,0.033,0.298,0.671,2,144,131,-0.5,-0.1
17515,106883,2021,1,PL,NIPPON-HAM,SP,40,3,6,0,9,11,0,0,0.333,376,271,74,7,31,4,68,4,0,35,30,2.99,11,0.181,0.082,0.019,0.263,0.746,2,92,99,1.3,1
17516,106883,2022,1,PL,NIPPON-HAM,RP,21,0,2,1,1,1,0,0,0,150,104,36,3,11,3,25,3,0,24,17,4.41,3,0.167,0.073,0.02,0.314,0.568,0,179,114,-0.9,0.1
17517,106883,2023,1,PL,NIPPON-HAM,,50,1,4,0,20,21,0,0,0.2,164,126,30,1,9,3,35,0,0,9,8,1.7,,,,,,,,,,,
17518,106883,2024,1,PL,NIPPON-HAM,,52,1,4,0,33,34,0,0,0.2,168,126,33,5,11,1,33,4,0,10,10,2.13,,,,,,,,,,,
17519,106883,2025,1,PL,NIPPON-HAM,,20,2,0,0,14,16,0,0,1,65,51,7,0,5,4,15,1,0,4,4,2.08,,,,,,,,,,,
17520,106884,2020,1,PL,NIPPON-HAM,SP,18,8,6,0,0,0,1,1,0.571,454,335,91,7,29,6,115,4,0,45,40,3.22,18,0.253,0.064,0.015,0.296,0.697,2,88,73,2.1,3.2
17521,106884,2021,1,PL,NIPPON-HAM,SP,20,5,8,0,0,1,0,0,0.385,407,288,90,7,33,6,100,1,0,45,41,3.84,19,0.246,0.081,0.017,0.323,0.705,1,112,84,0.7,2.2
17522,106884,2024,1,PL,NIPPON-HAM,,9,2,2,0,0,0,0,0,0.5,199,147,44,5,10,2,41,2,0,20,17,3.12,,,,,,,,,,,
17523,106884,2025,1,PL,NIPPON-HAM,,3,1,2,0,0,0,0,0,0.333,61,42,16,2,3,0,8,0,1,10,10,6.43,,,,,,,,,,,
17524,106885,2020,1,CL,CHUNICHI,SP,11,2,2,0,0,0,0,0,0.5,189,127,50,9,13,3,41,2,0,30,29,6.17,9,0.217,0.069,0.048,0.342,0.674,0,159,133,-0.7,-0.1
17525,106885,2021,1,CL,CHUNICHI,SP,2,0,2,0,0,0,0,0,0,40,24,13,0,2,1,3,0,0,10,8,9,2,0.075,0.05,0,0.419,0.375,1,300,87,-0.5,0.2
17526,106885,2022,1,CL,CHUNICHI,SP,4,1,3,0,0,0,0,0,0.25,64,37,20,3,7,1,7,1,0,17,17,12.41,4,0.109,0.109,0.047,0.395,0.462,0,348,195,-0.9,-0.4
17527,106886,2020,1,PL,ORIX,RP,4,0,1,0,0,0,0,0,0,39,24,6,2,10,0,5,0,0,8,8,9,1,0.128,0.256,0.051,0.2,0.606,0,218,243,-0.3,-0.4
17528,106886,2021,1,PL,ORIX,RP,18,1,0,1,5,6,0,0,1,62,36,15,1,9,2,7,0,0,7,5,3.75,0,0.113,0.145,0.016,0.326,0.772,0,142,146,-0.2,-0.2
17529,106886,2022,1,PL,ORIX,RP,22,1,1,0,8,9,0,0,0.5,113,73,23,4,17,1,27,1,0,13,12,4.44,0,0.239,0.15,0.035,0.333,0.791,3,142,142,-0.4,-0.4
17530,106886,2023,1,PL,ORIX,,7,0,1,0,0,0,0,0,0,52,34,11,1,5,1,6,0,0,8,8,6.17,,,,,,,,,,,
17531,106886,2024,1,PL,ORIX,,1,0,0,0,0,0,0,0,0,6,3,1,1,2,0,0,0,0,1,1,9,,,,,,,,,,,
17532,106887,2020,1,CL,DENA,SP,10,4,1,0,0,0,0,0,0.8,200,138,48,10,17,3,29,1,0,30,29,5.67,10,0.145,0.085,0.05,0.275,0.704,3,137,144,-0.3,-0.3
17533,106887,2021,1,CL,DENA,SP,16,4,6,0,0,0,0,0,0.4,310,211,89,9,22,3,46,2,0,43,41,5.25,16,0.148,0.071,0.029,0.359,0.7,0,139,117,-0.4,0.4
17534,106887,2022,1,CL,DENA,SP,15,0,5,0,0,0,0,0,0,212,144,52,9,21,3,28,1,0,33,33,6.19,9,0.132,0.099,0.042,0.297,0.678,0,164,162,-0.9,-0.8
17535,106887,2023,1,CL,DENA,,13,0,1,0,0,0,0,0,0,111,75,27,2,12,2,13,1,0,16,16,5.76,,,,,,,,,,,
17536,106887,2024,1,CL,DENA,,48,1,1,0,13,14,0,0,0.5,190,135,43,3,12,1,39,3,0,16,11,2.2,,,,,,,,,,,
17537,106887,2025,1,CL,DENA,,12,1,1,0,1,2,0,0,0.5,54,39,10,2,5,0,11,1,0,4,3,2.08,,,,,,,,,,,
17538,106891,2020,1,PL,ORIX,RP,41,3,3,0,19,22,0,0,0.5,175,124,37,2,20,0,45,1,0,11,11,2.4,0,0.257,0.114,0.011,0.337,0.849,3,58,73,1.4,1.1
17539,106891,2021,1,PL,ORIX,RP,49,1,2,2,28,29,0,0,0.333,195,139,37,3,19,1,36,1,0,14,13,2.53,0,0.185,0.097,0.015,0.26,0.814,0,74,98,1.1,0.4
17540,106894,2020,1,PL,SOFTBANK,RP,4,0,0,0,0,0,0,0,,29,17,5,0,6,0,9,1,0,3,2,3.18,0,0.31,0.207,0,0.385,0.727,0,113,78,0,0.1
17541,106894,2021,1,PL,SOFTBANK,RP,13,1,1,0,2,3,0,0,0.5,56,40,7,0,7,1,13,0,0,4,3,2.03,0,0.232,0.125,0,0.206,0.733,0,71,76,0.3,0.3
17542,106895,2020,1,PL,NIPPON-HAM,RP,30,0,0,0,2,2,0,0,,132,91,29,4,14,0,27,1,0,12,11,3.26,0,0.205,0.106,0.03,0.309,0.829,0,86,114,0.3,0
17543,106895,2021,1,PL,NIPPON-HAM,RP,5,0,0,0,0,0,0,0,,25,14,9,1,1,0,3,1,0,8,6,11.57,0,0.12,0.04,0.04,0.471,0.233,0,409,132,-0.4,0
17544,106895,2022,1,PL,NIPPON-HAM,RP,13,0,0,0,3,3,0,0,,45,31,7,0,7,0,11,0,0,1,1,0.87,0,0.244,0.156,0,0.259,0.929,0,25,86,0.4,0.1
17545,106895,2023,1,PL,NIPPON-HAM,,29,1,0,0,3,4,0,0,1,100,78,11,0,10,2,19,4,0,0,0,0,,,,,,,,,,,
17546,106895,2024,1,PL,NIPPON-HAM,,2,0,0,0,0,0,0,0,0,9,6,1,0,2,0,1,0,0,0,0,0,,,,,,,,,,,
17547,106896,2020,1,CL,HIROSHIMA,RP,14,0,0,0,1,1,0,0,,69,41,19,0,8,1,13,3,0,10,7,4.61,0,0.188,0.116,0,0.452,0.643,1,160,79,-0.3,0.2
17548,106897,2020,1,PL,LOTTE,RP,14,2,2,0,1,3,0,0,0.5,108,67,27,3,16,0,25,2,0,19,19,7.66,1,0.231,0.148,0.028,0.407,0.619,1,178,111,-0.7,0.1
17549,106897,2021,1,PL,LOTTE,RP,10,1,0,0,0,1,0,0,1,52,39,9,0,5,0,11,2,0,3,2,1.38,0,0.212,0.096,0,0.257,0.786,1,53,59,0.4,0.3
17550,106899,2020,1,PL,SOFTBANK,RP,15,2,2,0,2,4,0,0,0.5,129,95,26,4,10,0,29,0,0,9,9,2.56,1,0.225,0.078,0.031,0.265,0.888,1,61,93,1,0.4
17551,106899,2021,1,PL,SOFTBANK,RP,44,0,2,1,16,16,0,0,0,165,118,28,4,17,2,41,1,0,13,11,2.52,0,0.248,0.103,0.024,0.242,0.821,1,79,96,0.7,0.4
17552,106899,2022,1,PL,SOFTBANK,SP,25,3,3,0,3,3,2,1,0.5,255,187,45,8,24,2,48,0,0,22,22,3.18,7,0.188,0.094,0.031,0.219,0.819,1,91,124,0.9,-0.1
17553,106899,2023,1,PL,SOFTBANK,,30,5,4,0,1,3,0,0,0.556,349,249,73,5,34,3,58,1,0,32,28,3.04,,,,,,,,,,,
17554,106901,2020,1,CL,YAKULT,SP,14,2,7,0,0,0,0,0,0.222,308,202,80,10,34,0,53,2,1,40,39,5.21,14,0.172,0.11,0.032,0.34,0.74,2,122,116,0.1,0.4
17555,106901,2021,1,CL,YAKULT,RP,16,1,1,0,0,1,0,0,0.5,111,70,31,5,12,0,26,3,0,17,16,6.17,0,0.234,0.108,0.045,0.4,0.722,1,163,123,-0.5,-0.1
17556,106901,2022,1,CL,YAKULT,SP,2,0,1,0,0,0,0,0,0,44,27,14,1,5,0,7,0,0,3,3,3,2,0.159,0.114,0.023,0.419,0.909,0,78,116,0.2,0.1
17557,106906,2020,1,CL,YOMIURI,RP,5,0,0,0,0,0,0,0,,23,13,6,1,4,0,3,1,0,5,5,10.38,0,0.13,0.174,0.043,0.385,0.581,0,241,180,-0.2,-0.1
17558,106906,2021,1,CL,YOMIURI,RP,2,0,0,0,0,0,0,0,,11,7,3,1,1,0,3,0,0,2,2,7.71,0,0.273,0.091,0.091,0.4,0.769,1,190,154,-0.1,0
17559,106908,2020,1,CL,CHUNICHI,SP,11,3,4,0,0,0,0,0,0.429,248,177,50,4,21,5,67,2,2,30,27,4.12,10,0.27,0.085,0.016,0.309,0.653,0,114,84,0.3,1.3
17560,106908,2021,1,CL,CHUNICHI,SP,12,1,4,0,0,0,0,0,0.2,275,185,56,8,38,5,61,6,0,29,25,3.65,11,0.222,0.138,0.029,0.296,0.797,2,113,134,0.4,-0.2
17561,106908,2022,1,CL,CHUNICHI,RP,56,6,2,0,39,45,0,0,0.75,218,164,32,0,18,4,60,1,0,9,7,1.15,0,0.275,0.083,0,0.239,0.833,2,42,59,2.7,2
17562,106912,2020,1,CL,YAKULT,SP,7,0,3,0,0,0,0,0,0,82,48,29,2,3,1,6,0,0,19,14,7.88,2,0.073,0.037,0.024,0.397,0.464,0,244,108,-0.9,0.1
17563,106914,2020,1,PL,ORIX,RP,22,0,0,2,5,5,0,0,,102,71,20,2,13,1,30,0,0,9,9,3.42,0,0.294,0.127,0.02,0.346,0.801,0,83,88,0.3,0.3
17564,106914,2021,1,PL,ORIX,RP,34,2,2,2,4,6,0,0,0.5,148,107,30,4,14,1,23,1,0,13,12,3.03,0,0.155,0.095,0.027,0.26,0.812,1,89,121,0.4,-0.1
17565,106914,2023,1,PL,ORIX,,16,0,0,0,1,1,0,0,0,99,63,23,1,12,3,10,4,0,11,7,3,,,,,,,,,,,
17566,106914,2024,1,CL,HANSHIN,,38,1,4,0,5,6,0,0,0.2,153,103,38,0,17,0,22,0,0,16,15,3.89,,,,,,,,,,,
17567,106914,2025,1,CL,HANSHIN,,9,0,0,0,1,1,0,0,0,35,30,5,0,2,0,9,1,0,0,0,0,,,,,,,,,,,
17568,106915,2020,1,CL,YOMIURI,SP,3,0,0,0,0,0,0,0,,49,36,10,2,3,1,11,0,0,4,4,3,3,0.224,0.061,0.041,0.25,0.893,0,70,109,0.3,0.1
17569,106915,2021,1,CL,YOMIURI,SP,4,0,1,1,0,0,0,0,0,51,33,15,1,4,2,4,0,0,6,6,4.91,3,0.078,0.078,0.02,0.359,0.765,0,121,129,0,0
17570,106915,2022,1,CL,YOMIURI,SP,9,1,1,0,0,0,0,0,0.5,79,56,12,2,8,3,16,1,0,9,7,3.38,3,0.203,0.101,0.025,0.204,0.693,0,115,122,0,0
17571,106915,2023,1,CL,YOMIURI,,16,0,1,0,6,6,0,0,0,58,42,7,2,9,0,11,1,0,7,6,3.86,,,,,,,,,,,
17572,106916,2020,1,CL,YOMIURI,SP,2,0,0,0,0,0,0,0,,16,7,7,3,2,1,2,1,0,5,5,19.29,1,0.125,0.125,0.188,0.5,0.862,0,448,447,-0.3,-0.3
17573,106917,2020,1,PL,SEIBU,SP,5,1,2,0,0,0,0,0,0.333,96,64,22,3,10,1,21,0,0,16,16,6.75,5,0.219,0.104,0.031,0.328,0.59,1,158,107,-0.3,0.2
17574,106918,2020,1,PL,SOFTBANK,RP,3,0,0,0,0,0,0,0,,6,5,0,0,1,0,1,0,0,0,0,0,0,0.167,0.167,0,0,1,0,0,95,0.1,0
17575,106918,2021,1,PL,SOFTBANK,RP,6,0,0,0,1,1,0,0,,18,12,6,0,1,0,4,0,0,2,2,4.5,0,0.222,0.056,0,0.462,0.714,0,119,52,0,0.1
17576,106918,2022,1,CL,HANSHIN,RP,32,3,1,0,10,13,0,0,0.75,72,55,16,2,4,1,18,0,0,5,5,2.45,0,0.25,0.056,0.028,0.318,0.879,1,67,91,0.5,0.2
17577,106921,2020,1,CL,YAKULT,SP,9,0,3,0,0,0,0,0,0,125,72,45,8,10,0,15,2,0,29,27,10.13,6,0.12,0.08,0.064,0.402,0.594,0,248,160,-1.2,-0.5
17578,106923,2020,1,PL,RAKUTEN,RP,2,0,0,0,0,0,0,0,,8,4,2,1,1,2,1,0,0,2,2,13.5,0,0.125,0.125,0.125,0.333,0.833,0,320,507,-0.1,-0.1
17579,106923,2021,1,PL,RAKUTEN,RP,5,0,0,0,0,0,0,0,,19,13,3,0,4,0,5,1,0,0,0,0,0,0.263,0.211,0,0.3,1,0,0,94,0.2,0
17580,106923,2022,1,PL,RAKUTEN,RP,38,1,3,0,7,8,0,0,0.25,162,114,25,2,25,2,35,2,1,17,17,4.03,0,0.216,0.154,0.012,0.258,0.711,1,114,115,0,0
17581,106923,2023,1,PL,RAKUTEN,,61,1,1,1,22,23,0,0,0.5,195,130,37,5,25,3,47,4,0,18,16,3.3,,,,,,,,,,,
17582,106923,2024,1,PL,RAKUTEN,,49,2,0,1,24,26,0,0,1,186,145,24,0,21,1,48,3,1,9,9,1.66,,,,,,,,,,,
17583,106923,2025,1,PL,RAKUTEN,,20,0,2,4,9,9,0,0,0,73,54,9,0,9,0,22,1,0,5,5,2.45,,,,,,,,,,,
17584,106926,2020,1,PL,RAKUTEN,SP,8,2,1,0,0,0,0,0,0.667,182,135,34,1,15,3,29,1,0,18,17,3.4,8,0.159,0.082,0.005,0.256,0.672,0,85,84,0.9,0.9
17585,106926,2021,1,PL,RAKUTEN,SP,20,10,5,0,0,0,0,0,0.667,427,311,97,10,27,4,75,0,0,40,37,3.21,20,0.176,0.063,0.023,0.289,0.772,0,92,101,1.7,1.3
17586,106926,2022,1,PL,RAKUTEN,SP,15,2,9,0,0,0,0,0,0.182,346,234,94,12,27,3,42,1,0,44,40,4.62,15,0.121,0.078,0.035,0.324,0.746,0,143,145,-0.5,-0.5
17587,106926,2023,1,PL,RAKUTEN,,8,2,4,0,0,0,0,0,0.333,179,126,45,3,11,1,18,4,0,20,18,3.83,,,,,,,,,,,
17588,106926,2024,1,PL,RAKUTEN,,12,4,6,0,0,0,0,0,0.4,292,213,74,6,14,1,26,1,0,36,33,4.16,,,,,,,,,,,
17589,106926,2025,1,PL,RAKUTEN,,6,2,3,0,0,0,0,0,0.4,134,90,30,2,8,2,18,0,0,12,12,3.56,,,,,,,,,,,
17590,106933,2020,1,PL,ORIX,SP,3,1,1,0,0,0,0,0,0.5,73,48,19,0,6,1,16,1,0,8,7,3.94,3,0.219,0.082,0,0.38,0.692,0,109,66,0.1,0.6
17591,106933,2021,1,PL,ORIX,SP,23,13,4,0,0,0,0,0,0.765,594,441,118,9,39,9,131,0,0,44,41,2.51,23,0.221,0.066,0.015,0.277,0.795,1,73,82,4,3.4
17592,106933,2022,1,PL,ORIX,SP,24,11,8,0,0,0,2,1,0.579,612,445,137,11,30,6,127,0,0,57,52,3.16,24,0.208,0.049,0.018,0.296,0.736,1,102,88,1.7,2.9
17593,106933,2023,1,PL,ORIX,,22,10,4,0,0,0,3,3,0.714,575,439,107,7,31,5,122,1,0,38,37,2.27,,,,,,,,,,,
17594,106933,2024,1,PL,ORIX,,20,7,9,0,0,0,3,0,0.438,560,424,115,7,22,3,139,2,0,31,30,1.91,,,,,,,,,,,
17595,106933,2025,1,PL,ORIX,,9,3,0,0,0,0,0,0,1,255,195,50,4,11,3,66,0,0,15,14,1.94,,,,,,,,,,,
17596,106936,2020,1,CL,HANSHIN,RP,1,0,0,0,0,0,0,0,,7,3,2,0,2,0,0,0,0,1,1,9,0,0,0.286,0,0.4,0.75,0,219,199,0,0
17597,106937,2020,1,CL,HIROSHIMA,RP,3,0,0,0,0,0,0,0,,14,9,4,0,1,0,4,0,0,2,2,6,0,0.286,0.071,0,0.5,0.6,0,146,46,0,0.1
17598,106937,2021,1,CL,HIROSHIMA,RP,5,0,0,0,0,0,0,0,,32,17,11,1,3,1,7,0,0,8,8,12.71,0,0.219,0.094,0.031,0.5,0.515,0,333,124,-0.4,0
17599,106937,2022,1,CL,HIROSHIMA,RP,12,0,1,0,0,0,0,0,0,62,42,10,1,9,1,15,1,0,6,6,3.86,0,0.242,0.145,0.016,0.273,0.753,1,107,107,0,0
17600,106938,2020,1,CL,CHUNICHI,RP,3,0,0,0,0,0,0,0,,17,9,5,1,3,0,3,0,0,4,4,12,0,0.176,0.176,0.059,0.4,0.606,0,299,200,-0.2,-0.1
17601,106938,2022,1,CL,CHUNICHI,RP,2,0,0,0,0,0,0,0,,15,9,5,0,2,0,0,0,0,4,4,12,0,0,0.133,0,0.417,0.429,0,337,145,-0.2,0
17602,106939,2020,1,PL,LOTTE,SP,2,0,1,0,0,0,0,0,0,30,19,6,1,7,1,7,3,0,3,3,4.26,1,0.233,0.233,0.033,0.357,0.873,0,99,167,0.1,-0.1
17603,106940,2020,1,PL,SEIBU,RP,2,0,0,0,0,0,0,0,,12,6,5,0,2,0,0,0,0,3,3,13.5,0,0,0.167,0,0.556,0.571,0,316,139,-0.1,0
17604,106940,2021,1,PL,SEIBU,RP,5,0,0,0,0,0,0,0,,22,12,5,0,5,1,1,0,0,5,5,11.25,0,0.045,0.227,0,0.357,0.545,0,296,187,-0.2,-0.1
17605,106940,2025,1,PL,NIPPON-HAM,,3,0,0,0,0,0,0,0,0,22,12,8,1,2,0,5,0,0,4,3,6.75,,,,,,,,,,,
17606,106943,2020,1,CL,YAKULT,SP,3,0,0,0,0,0,0,0,,44,30,10,0,5,0,10,0,0,6,6,5.4,2,0.227,0.114,0,0.357,0.6,0,123,66,0,0.3
17607,106943,2021,1,CL,YAKULT,SP,10,4,1,0,0,1,0,0,0.8,180,128,39,3,16,2,34,0,0,14,13,2.74,8,0.189,0.089,0.017,0.293,0.814,0,73,93,1.2,0.7
17608,106943,2022,1,CL,YAKULT,SP,3,1,1,0,0,0,0,0,0.5,43,28,13,3,2,0,4,0,0,8,8,7.71,2,0.093,0.047,0.07,0.294,0.648,1,202,167,-0.3,-0.2
17609,106943,2023,1,CL,YAKULT,,1,0,0,0,0,0,0,0,0,16,12,0,0,3,2,2,0,0,0,0,0,,,,,,,,,,,
17610,106943,2024,1,CL,YAKULT,,5,0,1,0,0,0,0,0,0,33,22,5,1,4,1,8,0,0,3,3,3.52,,,,,,,,,,,
17611,106943,2025,1,CL,YAKULT,,6,0,1,0,0,0,0,0,0,43,27,16,4,2,0,5,1,0,8,8,7.71,,,,,,,,,,,
17612,106946,2020,1,CL,HIROSHIMA,RP,2,0,0,0,0,0,0,0,,8,6,1,0,1,0,0,0,0,0,0,0,0,0,0.125,0,0.143,1,0,0,123,0.1,0
17613,106947,2020,1,PL,ORIX,SP,1,0,1,0,0,0,0,0,0,24,12,8,0,4,0,2,0,0,7,3,6.75,1,0.083,0.167,0,0.471,0.417,0,382,118,-0.3,0
17614,106947,2021,1,PL,ORIX,SP,2,0,1,0,0,0,0,0,0,45,29,13,2,5,0,4,0,0,8,8,7.45,2,0.089,0.111,0.044,0.324,0.658,0,202,170,-0.3,-0.2
17615,106947,2022,1,PL,ORIX,RP,42,2,3,2,14,16,0,0,0.4,186,131,39,3,16,4,40,1,0,18,17,3.5,0,0.215,0.086,0.016,0.319,0.748,1,109,100,0.1,0.3
17616,106947,2023,1,PL,ORIX,,28,2,1,0,7,9,0,0,0.667,145,97,36,5,12,0,34,2,0,23,23,6.34,,,,,,,,,,,
17617,106947,2024,1,PL,ORIX,,23,2,0,0,9,11,0,0,1,92,66,21,1,5,1,21,1,1,7,7,2.86,,,,,,,,,,,
17618,106948,2020,1,PL,NIPPON-HAM,RP,2,0,0,0,0,0,0,0,,8,6,1,0,0,0,1,0,0,0,0,0,0,0.125,0,0,0.143,1,0,0,59,0.1,0
17619,106948,2021,1,PL,NIPPON-HAM,RP,2,0,0,0,0,0,0,0,,16,12,2,0,3,0,1,0,0,1,1,2.25,0,0.063,0.188,0,0.167,0.8,0,60,137,0.1,0
17620,106948,2022,1,PL,NIPPON-HAM,RP,9,0,0,0,0,0,0,0,,46,27,15,1,4,1,8,1,0,8,7,7,0,0.174,0.087,0.022,0.452,0.645,0,230,121,-0.3,0
17621,106950,2020,1,CL,YOMIURI,SP,2,0,0,0,0,0,0,0,,20,17,4,1,1,0,2,0,0,1,1,1.59,1,0.1,0.05,0.05,0.188,1,0,37,136,0.2,0
17622,106950,2021,1,CL,YOMIURI,SP,2,0,1,0,0,0,0,0,0,37,24,9,2,2,0,9,0,0,4,3,3.38,2,0.243,0.054,0.054,0.304,0.854,0,111,118,0.1,0
17623,106950,2022,1,CL,YOMIURI,SP,1,0,1,0,0,0,0,0,0,17,9,7,0,1,0,0,0,0,5,5,15,1,0,0.059,0,0.467,0.375,0,398,103,-0.3,0
17624,106950,2023,1,CL,YOMIURI,,20,4,8,0,0,2,0,0,0.333,348,252,79,10,24,4,46,2,0,38,37,3.95,,,,,,,,,,,
17625,106950,2024,1,CL,YOMIURI,,12,3,1,0,0,2,0,0,0.75,111,85,23,0,10,0,9,0,0,4,3,0.94,,,,,,,,,,,
17626,106950,2025,1,CL,YOMIURI,,10,0,0,0,1,1,0,0,0,68,49,13,1,5,1,9,0,0,6,6,3.24,,,,,,,,,,,
17627,106951,2020,1,CL,YAKULT,SP,1,0,1,0,0,0,0,0,0,15,6,9,1,0,0,2,0,0,5,5,22.5,1,0.133,0,0.067,0.667,0.526,0,513,132,-0.3,0
17628,106951,2021,1,CL,YAKULT,SP,18,9,4,0,0,0,0,0,0.692,413,315,99,11,10,2,91,3,1,38,38,3.26,18,0.22,0.024,0.027,0.304,0.764,0,81,78,2.4,2.6
17629,106951,2022,1,CL,YAKULT,SP,1,0,0,0,0,0,0,0,,15,12,2,1,1,0,3,0,0,1,1,2.25,1,0.2,0.067,0.067,0.1,1,0,59,152,0.1,0
17630,106951,2024,1,CL,YAKULT,,7,3,2,0,0,0,0,0,0.6,136,97,29,4,9,3,12,1,0,12,10,2.76,,,,,,,,,,,
17631,106951,2025,1,CL,YAKULT,,5,0,3,0,0,0,0,0,0,121,76,40,1,5,0,22,1,0,21,16,5.61,,,,,,,,,,,
17632,106954,2021,1,PL,LOTTE,RP,20,4,1,0,0,0,0,0,0.8,178,125,39,4,17,0,28,0,0,16,16,3.46,5,0.157,0.096,0.022,0.294,0.794,3,88,103,0.6,0.3
17633,106954,2022,1,PL,LOTTE,SP,4,2,0,0,0,0,0,0,1,82,57,18,1,10,0,9,1,0,7,7,3.32,4,0.11,0.122,0.012,0.288,0.789,0,93,124,0.3,0
17634,106955,2021,1,CL,HANSHIN,RP,18,0,1,0,0,0,0,0,0,75,52,17,3,6,0,16,1,0,12,12,6.23,0,0.213,0.08,0.04,0.292,0.585,1,160,117,-0.4,0
17635,106955,2022,1,CL,HANSHIN,RP,18,0,1,0,0,0,0,0,0,94,72,11,2,9,2,24,2,0,4,2,0.75,0,0.255,0.096,0.021,0.161,0.938,2,41,94,0.7,0.2
17636,106955,2023,1,CL,HANSHIN,,44,1,1,0,19,20,0,0,0.5,165,120,43,2,8,1,29,0,0,8,6,1.35,,,,,,,,,,,
17637,106955,2024,1,CL,HANSHIN,,56,4,1,1,30,34,0,0,0.8,189,145,34,0,14,0,58,5,0,12,8,1.48,,,,,,,,,,,
17638,106955,2025,1,CL,HANSHIN,,22,0,0,2,17,17,0,0,0,84,70,11,0,4,0,18,0,0,1,1,0.38,,,,,,,,,,,
17639,106961,2021,1,PL,LOTTE,RP,14,0,0,0,0,0,0,0,,65,43,15,3,11,1,10,0,0,12,12,7.53,0,0.154,0.169,0.046,0.308,0.658,0,193,183,-0.4,-0.3
17640,106964,2021,1,PL,NIPPON-HAM,RP,5,0,0,0,2,2,0,0,,16,11,2,0,3,0,1,0,0,3,3,7.36,0,0.063,0.188,0,0.167,0.4,0,195,137,-0.2,0
17641,106965,2021,1,CL,HIROSHIMA,RP,53,0,1,37,0,0,0,0,0,201,157,23,1,28,1,81,1,1,5,5,0.86,0,0.403,0.139,0.005,0.25,0.929,2,23,49,3.4,2.3
17642,106965,2022,1,CL,HIROSHIMA,RP,48,0,2,31,6,6,0,0,0,185,145,22,0,15,2,59,1,0,8,8,1.49,0,0.319,0.081,0,0.208,0.795,2,41,44,2.3,2.2
17643,106965,2023,1,CL,HIROSHIMA,,55,3,7,18,15,18,0,0,0.3,210,156,42,4,19,1,51,2,0,18,17,2.92,,,,,,,,,,,
17644,106965,2024,1,CL,HIROSHIMA,,60,0,6,38,12,12,0,0,0,214,165,33,3,16,2,65,3,0,14,12,1.96,,,,,,,,,,,
17645,106965,2025,1,CL,HIROSHIMA,,21,1,0,8,7,8,0,0,1,83,60,13,0,8,0,22,0,0,9,8,3.54,,,,,,,,,,,
17646,106966,2021,1,CL,HIROSHIMA,RP,54,3,3,0,17,20,0,0,0.5,206,145,39,3,21,4,41,3,0,18,17,3.17,0,0.199,0.102,0.015,0.277,0.769,1,88,101,0.7,0.3
17647,106966,2022,1,CL,HIROSHIMA,RP,51,3,6,0,24,27,0,0,0.333,201,139,47,4,16,3,48,1,1,17,17,3.3,0,0.239,0.08,0.02,0.358,0.811,3,91,89,0.6,0.7
17648,106966,2023,1,CL,HIROSHIMA,,13,0,0,0,0,0,0,0,0,57,34,11,1,12,0,8,2,0,8,8,6.17,,,,,,,,,,,
17649,106966,2024,1,CL,HIROSHIMA,,53,2,0,0,17,19,0,0,1,203,139,40,1,27,1,43,0,0,13,13,2.51,,,,,,,,,,,
17650,106966,2025,1,CL,HIROSHIMA,,22,1,1,0,11,12,0,0,0.5,75,60,12,1,2,1,23,2,0,2,2,0.9,,,,,,,,,,,
17651,106969,2021,1,CL,DENA,RP,6,0,0,0,0,0,0,0,,25,20,2,0,2,1,2,0,0,0,0,0,0,0.08,0.08,0,0.111,1,0,0,106,0.3,0
