kbofID,playerID,yearID,stint,lgID,teamID,POS,G,PO,A,E,DP,PB,FP,RF
3269,62920,2019,1,KBO,NC,P,5,1,0,0,0,0,1,0.2
3270,62920,2020,1,KBO,Samsung,P,44,0,3,0,0,0,1,0.068
3271,62920,2021,1,KBO,Samsung,P,16,1,1,0,0,0,1,0.125
3272,62920,2022,1,KBO,Samsung,P,3,0,0,0,0,0,,0
3273,62920,2023,1,KBO,Samsung,P,16,0,1,1,0,0,0.5,0.062
3274,62921,2018,1,KBO,NC,OF,8,9,0,1,0,0,0.9,1.125
3275,62921,2018,1,KBO,NC,OF,1,1,0,0,0,0,1,1
3276,62921,2018,1,KBO,NC,OF,1,0,0,0,0,0,,0
3277,62921,2019,1,KBO,NC,OF,3,4,0,0,0,0,1,1.333
3278,62921,2019,1,KBO,NC,OF,3,4,0,0,0,0,1,1.333
3279,62921,2019,1,KBO,NC,OF,1,0,0,0,0,0,,0
3280,62925,2017,1,KBO,NC,OF,5,1,0,0,0,0,1,0.2
3281,62925,2017,1,KBO,NC,3B,5,0,1,0,0,0,1,0.2
3282,62925,2017,1,KBO,NC,1B,1,3,0,0,0,0,1,3
3283,62925,2018,1,KBO,NC,OF,23,24,0,0,0,0,1,1.043
3284,62925,2018,1,KBO,NC,OF,6,1,0,0,0,0,1,0.167
3285,62925,2018,1,KBO,NC,OF,3,3,0,0,0,0,1,1
3286,62925,2018,1,KBO,NC,C,2,1,0,0,0,0,1,0.5
3287,62925,2019,1,KBO,NC,OF,21,18,0,0,0,0,1,0.857
3288,62925,2019,1,KBO,NC,OF,10,8,0,1,0,0,0.889,0.8
3289,62925,2020,1,KBO,NC,1B,111,647,46,4,70,0,0.994,6.243
3290,62925,2020,1,KBO,NC,OF,5,3,0,0,0,0,1,0.6
3291,62925,2020,1,KBO,NC,OF,4,6,0,0,0,0,1,1.5
3292,62925,2021,1,KBO,NC,1B,120,839,56,13,67,0,0.986,7.458
3293,62925,2021,1,KBO,NC,OF,1,0,0,0,0,0,,0
3294,62925,2022,1,KBO,Doosan,1B,22,121,7,0,14,0,1,5.818
3295,62925,2022,1,KBO,Doosan,OF,7,3,0,0,0,0,1,0.429
3296,62925,2022,1,KBO,Doosan,OF,4,5,0,0,0,0,1,1.25
3297,62925,2023,1,KBO,SSG,1B,31,221,15,1,24,0,0.996,7.613
3298,62925,2023,1,KBO,SSG,OF,8,7,0,0,0,0,1,0.875
3299,62925,2023,1,KBO,SSG,OF,2,0,0,0,0,0,,0
3300,62925,2024,1,KBO,SSG,1B,2,6,1,0,1,0,1,3.5
3301,62925,2024,1,KBO,SSG,OF,1,1,0,0,0,0,1,1
