kbofID,playerID,yearID,stint,lgID,teamID,POS,G,PO,A,E,DP,PB,FP,RF
15397,90419,2002,1,KBO,SK,C,95,579,31,5,4,2,0.992,6.421
15398,90419,2003,1,KBO,Hyundai,C,103,619,76,9,12,8,0.987,6.748
15399,90419,2004,1,KBO,Hyundai,C,113,634,47,5,7,5,0.993,6.027
15400,90419,2005,1,KBO,Hyundai,C,95,558,48,8,7,3,0.987,6.379
15401,90419,2006,1,KBO,Hyundai,C,113,686,41,4,7,2,0.995,6.434
15402,90419,2007,1,KBO,Hyundai,C,107,602,39,7,4,5,0.989,5.991
15403,90419,2008,1,KBO,Woori,C,86,277,26,1,3,5,0.997,3.523
15404,90419,2009,1,KBO,Woori,C,25,83,8,2,0,2,0.978,3.64
15405,90532,2001,1,KBO,Samsung,P,17,4,14,0,1,0,1,1.059
15406,90658,2001,1,KBO,KIA,OF,8,5,0,0,0,0,1,0.625
15407,90687,2001,1,KBO,LG,P,3,0,1,0,0,0,1,0.333
15408,90687,2002,1,KBO,LG,P,23,8,17,1,2,0,0.962,1.087
15409,90687,2004,1,KBO,KIA,P,16,8,6,0,0,0,1,0.875
15410,90687,2005,1,KBO,KIA,P,12,2,12,0,1,0,1,1.167
15411,90687,2007,1,KBO,Lotte,P,24,7,22,1,3,0,0.967,1.208
15412,90687,2008,1,KBO,Lotte,P,37,3,9,0,0,0,1,0.324
15413,90687,2012,1,KBO,KIA,P,24,0,0,0,0,0,,0
15414,90687,2013,1,KBO,KIA,P,26,1,5,0,0,0,1,0.231
15415,90695,2001,1,KBO,LG,3B,42,23,65,7,7,0,0.926,2.095
15416,90695,2001,1,KBO,LG,2B,13,28,32,2,8,0,0.968,4.615
15417,90695,2001,1,KBO,LG,1B,3,2,0,0,0,0,1,0.667
15418,90695,2002,1,KBO,LG,3B,18,7,28,3,0,0,0.921,1.944
15419,90695,2002,1,KBO,LG,2B,1,0,0,0,0,0,,0
15420,90695,2002,1,KBO,LG,OF,1,0,0,0,0,0,,0
15421,90695,2002,1,KBO,LG,OF,1,0,0,0,0,0,,0
15422,90695,2003,1,KBO,LG,1B,74,506,36,3,44,0,0.994,7.324
15423,90695,2003,1,KBO,LG,3B,12,4,15,0,1,0,1,1.583
15424,90695,2003,1,KBO,LG,2B,1,0,0,0,0,0,,0
15425,90695,2004,1,KBO,LG,1B,30,202,11,2,22,0,0.991,7.1
15426,90695,2004,1,KBO,LG,3B,2,1,0,0,0,0,1,0.5
15427,90695,2005,1,KBO,KIA,3B,16,10,19,3,3,0,0.906,1.812
15428,90695,2005,1,KBO,KIA,1B,3,10,0,0,1,0,1,3.333
15429,90811,2001,1,KBO,Samsung,OF,9,3,0,0,0,0,1,0.333
15430,90811,2001,1,KBO,Samsung,OF,1,0,0,0,0,0,,0
15431,90811,2001,1,KBO,Samsung,1B,1,2,0,0,0,0,1,2
15432,90811,2002,1,KBO,KIA,OF,15,14,0,2,0,0,0.875,0.933
15433,90811,2002,1,KBO,KIA,OF,14,15,1,0,0,0,1,1.143
15434,90811,2002,1,KBO,KIA,OF,6,8,0,0,0,0,1,1.333
15435,90811,2003,1,KBO,KIA,OF,21,27,1,1,0,0,0.966,1.333
15436,90811,2003,1,KBO,KIA,OF,12,7,0,1,0,0,0.875,0.583
15437,90811,2003,1,KBO,KIA,OF,5,7,0,0,0,0,1,1.4
15438,90811,2004,1,KBO,KIA,OF,3,1,0,0,0,0,1,0.333
15439,90811,2005,1,KBO,Hanwha,OF,61,80,3,2,0,0,0.976,1.361
15440,90811,2005,1,KBO,Hanwha,OF,18,27,0,1,0,0,0.964,1.5
15441,90811,2005,1,KBO,Hanwha,1B,11,47,5,1,4,0,0.981,4.727
15442,90811,2006,1,KBO,Hanwha,OF,24,16,0,1,0,0,0.941,0.667
15443,90811,2006,1,KBO,Hanwha,1B,12,54,2,2,7,0,0.966,4.667
15444,90811,2006,1,KBO,Hanwha,OF,7,1,0,0,0,0,1,0.143
15445,90811,2007,1,KBO,Hanwha,OF,41,30,1,0,0,0,1,0.756
15446,90811,2007,1,KBO,Hanwha,OF,25,12,1,1,0,0,0.929,0.52
15447,90811,2007,1,KBO,Hanwha,1B,6,12,1,0,2,0,1,2.167
15448,90851,2001,1,KBO,Doosan,P,20,4,6,1,0,0,0.909,0.5
15449,90851,2002,1,KBO,Doosan,P,70,4,30,1,0,0,0.971,0.486
15450,90851,2003,1,KBO,Doosan,P,12,5,2,0,0,0,1,0.583
15451,90851,2004,1,KBO,Lotte,P,2,0,0,0,0,0,,0
15452,90853,2001,1,KBO,Hanwha,P,39,4,12,1,0,0,0.941,0.41
15453,90853,2002,1,KBO,Hanwha,P,30,2,13,0,0,0,1,0.5
15454,90853,2003,1,KBO,Hanwha,P,33,10,25,2,1,0,0.946,1.061
15455,90853,2004,1,KBO,Lotte,P,19,6,9,0,0,0,1,0.789
15456,90853,2005,1,KBO,Lotte,P,17,3,18,1,0,0,0.955,1.235
15457,90853,2006,1,KBO,Lotte,P,23,8,21,0,0,0,1,1.261
15458,90853,2007,1,KBO,Lotte,P,11,0,10,1,0,0,0.909,0.909
15459,90853,2008,1,KBO,Samsung,P,31,3,20,1,1,0,0.958,0.742
15460,91011,2001,1,KBO,KIA,P,47,7,9,0,0,0,1,0.34
15461,91011,2002,1,KBO,KIA,P,9,0,0,0,0,0,,0
15462,91011,2003,1,KBO,LG,P,25,8,13,1,2,0,0.955,0.84
15463,91015,2001,1,KBO,LG,2B,74,141,154,4,33,0,0.987,3.986
15464,91015,2001,1,KBO,LG,3B,4,2,4,0,0,0,1,1.5
15465,91015,2001,1,KBO,LG,OF,1,0,0,0,0,0,,0
15466,91015,2002,1,KBO,LG,3B,92,77,168,9,18,0,0.965,2.663
15467,91015,2002,1,KBO,LG,2B,14,7,10,1,2,0,0.944,1.214
15468,91015,2002,1,KBO,LG,1B,6,22,2,1,2,0,0.96,4
15469,91015,2003,1,KBO,LG,3B,92,66,122,8,9,0,0.959,2.043
15470,91015,2003,1,KBO,LG,2B,6,18,10,2,9,0,0.933,4.667
15471,91015,2003,1,KBO,LG,OF,1,0,0,0,0,0,,0
15472,91015,2004,1,KBO,LG,3B,62,42,74,6,8,0,0.951,1.871
15473,91015,2004,1,KBO,LG,2B,50,86,111,4,24,0,0.98,3.94
15474,91015,2004,1,KBO,LG,SS,3,0,1,0,0,0,1,0.333
15475,91015,2004,1,KBO,LG,1B,2,4,0,0,0,0,1,2
15476,91015,2005,1,KBO,LG,2B,73,142,167,5,40,0,0.984,4.233
15477,91015,2005,1,KBO,LG,3B,17,9,14,0,2,0,1,1.353
15478,91015,2005,1,KBO,LG,OF,1,0,0,0,0,0,,0
15479,91015,2005,1,KBO,LG,1B,1,0,0,0,0,0,,0
15480,91015,2006,1,KBO,LG,2B,44,71,86,1,21,0,0.994,3.568
15481,91015,2006,1,KBO,LG,3B,43,23,84,3,11,0,0.973,2.488
15482,91015,2006,1,KBO,LG,1B,7,26,2,0,4,0,1,4
15483,91015,2006,1,KBO,LG,OF,1,0,0,0,0,0,,0
15484,91015,2006,1,KBO,LG,SS,1,0,1,0,0,0,1,1
15485,91015,2007,1,KBO,LG,2B,100,206,231,3,69,0,0.993,4.37
15486,91015,2007,1,KBO,LG,1B,6,12,0,0,3,0,1,2
15487,91015,2008,1,KBO,LG,3B,32,19,44,1,5,0,0.984,1.969
15488,91015,2008,1,KBO,LG,2B,31,50,75,2,17,0,0.984,4.032
15489,91015,2008,1,KBO,LG,1B,9,48,1,0,4,0,1,5.444
15490,91015,2009,1,KBO,LG,3B,4,2,4,0,0,0,1,1.5
15491,91015,2009,1,KBO,LG,2B,3,0,3,1,2,0,0.75,1
15492,91210,2001,1,KBO,Doosan,2B,82,89,127,5,31,0,0.977,2.634
15493,91210,2002,1,KBO,Doosan,2B,14,14,19,1,3,0,0.971,2.357
15494,91465,2001,1,KBO,Doosan,OF,46,37,3,0,0,0,1,0.87
15495,91465,2001,1,KBO,Doosan,OF,30,24,1,1,0,0,0.962,0.833
15496,91465,2001,1,KBO,Doosan,OF,28,26,3,2,0,0,0.935,1.036
15497,91465,2002,1,KBO,Doosan,OF,70,71,2,1,2,0,0.986,1.043
15498,91465,2002,1,KBO,Doosan,OF,34,50,1,0,0,0,1,1.5
15499,91465,2002,1,KBO,Doosan,OF,26,15,0,0,0,0,1,0.577
15500,91465,2003,1,KBO,Doosan,OF,66,149,5,1,5,0,0.994,2.333
15501,91465,2003,1,KBO,Doosan,OF,56,61,2,0,0,0,1,1.125
15502,91465,2003,1,KBO,Doosan,OF,9,13,0,0,0,0,1,1.444
15503,91465,2004,1,KBO,Doosan,OF,120,250,4,2,0,0,0.992,2.117
15504,91465,2004,1,KBO,Doosan,OF,11,9,2,0,0,0,1,1
15505,91465,2005,1,KBO,Doosan,OF,61,109,2,1,1,0,0.991,1.82
15506,91465,2005,1,KBO,Doosan,OF,36,43,2,0,1,0,1,1.25
15507,91465,2006,1,KBO,Doosan,OF,43,49,3,0,0,0,1,1.209
15508,91465,2006,1,KBO,Doosan,OF,36,19,2,1,0,0,0.955,0.583
15509,91465,2006,1,KBO,Doosan,OF,10,4,0,0,0,0,1,0.4
15510,91465,2007,1,KBO,Doosan,OF,57,50,1,0,1,0,1,0.895
15511,91465,2007,1,KBO,Doosan,OF,9,4,0,0,0,0,1,0.444
15512,91465,2007,1,KBO,Doosan,OF,8,13,0,0,0,0,1,1.625
15513,91465,2008,1,KBO,Doosan,OF,22,30,2,0,2,0,1,1.455
15514,91465,2008,1,KBO,Doosan,OF,21,16,0,1,0,0,0.941,0.762
15515,91465,2008,1,KBO,Doosan,OF,6,7,0,0,0,0,1,1.167
15516,91470,2001,1,KBO,KIA,OF,94,176,9,4,2,0,0.979,1.968
15517,91470,2001,1,KBO,KIA,OF,19,20,1,1,1,0,0.955,1.105
15518,91470,2001,1,KBO,KIA,OF,19,16,2,0,0,0,1,0.947
15519,91470,2002,1,KBO,KIA,OF,59,70,0,3,0,0,0.959,1.186
15520,91470,2002,1,KBO,KIA,OF,11,8,0,4,0,0,0.667,0.727
15521,91470,2002,1,KBO,KIA,OF,1,0,0,0,0,0,,0
15522,91470,2003,1,KBO,KIA,OF,59,52,2,0,0,0,1,0.915
15523,91470,2003,1,KBO,KIA,OF,1,0,0,0,0,0,,0
15524,91470,2003,1,KBO,KIA,OF,1,0,0,0,0,0,,0
15525,91470,2004,1,KBO,Samsung,OF,54,45,1,1,0,0,0.979,0.852
15526,91470,2004,1,KBO,Samsung,OF,5,2,0,0,0,0,1,0.4
15527,91470,2004,1,KBO,Samsung,OF,3,3,0,0,0,0,1,1
15528,91470,2005,1,KBO,KIA,OF,13,11,0,1,0,0,0.917,0.846
15529,91470,2005,1,KBO,KIA,OF,2,1,0,0,0,0,1,0.5
15530,91470,2006,1,KBO,KIA,OF,5,4,0,0,0,0,1,0.8
15531,91470,2006,1,KBO,KIA,OF,1,4,0,0,0,0,1,4
15532,91511,2001,1,KBO,Hyundai,OF,121,180,8,3,1,0,0.984,1.554
15533,91511,2002,1,KBO,Hyundai,OF,102,135,5,3,1,0,0.979,1.373
15534,91511,2002,1,KBO,Hyundai,OF,22,26,1,0,0,0,1,1.227
15535,91511,2003,1,KBO,Hyundai,OF,64,108,4,3,1,0,0.974,1.75
15536,91511,2003,1,KBO,Hyundai,OF,2,1,0,0,0,0,1,0.5
15537,91511,2004,1,KBO,Hyundai,OF,117,168,5,4,0,0,0.977,1.479
15538,91511,2004,1,KBO,Hyundai,OF,1,0,0,0,0,0,,0
15539,91511,2005,1,KBO,Hyundai,OF,38,53,2,1,0,0,0.982,1.447
15540,91511,2005,1,KBO,Hyundai,OF,3,3,0,0,0,0,1,1
15541,91511,2006,1,KBO,Hyundai,OF,67,75,2,2,0,0,0.975,1.149
15542,91511,2007,1,KBO,Hyundai,OF,78,111,3,2,1,0,0.983,1.462
15543,91511,2008,1,KBO,Woori,OF,87,130,6,4,1,0,0.971,1.563
15544,91514,2001,1,KBO,Lotte,2B,102,200,266,11,62,0,0.977,4.569
15545,91514,2002,1,KBO,Lotte,2B,78,156,189,6,65,0,0.983,4.423
15546,91514,2003,1,KBO,Lotte,2B,1,0,0,0,0,0,,0
15547,91514,2004,1,KBO,Lotte,2B,1,0,0,0,0,0,,0
15548,91523,2001,1,KBO,Lotte,SS,101,143,261,10,54,0,0.976,4
15549,91523,2001,1,KBO,Lotte,2B,1,0,1,1,0,0,0.5,1
15550,91523,2002,1,KBO,SK,SS,129,186,347,15,54,0,0.973,4.132
15551,91523,2002,1,KBO,SK,3B,2,0,2,1,0,0,0.667,1
15552,91523,2003,1,KBO,SK,SS,129,199,423,12,67,0,0.981,4.822
15553,91523,2004,1,KBO,SK,SS,129,207,388,15,86,0,0.975,4.612
15554,91523,2005,1,KBO,SK,SS,125,226,341,15,61,0,0.974,4.536
15555,91523,2006,1,KBO,Hanwha,SS,121,189,382,16,59,0,0.973,4.719
15556,91523,2007,1,KBO,Hanwha,SS,116,161,333,19,63,0,0.963,4.259
15557,91523,2007,1,KBO,Hanwha,2B,1,0,0,0,0,0,,0
15558,91523,2008,1,KBO,Hanwha,SS,114,152,324,13,74,0,0.973,4.175
15559,91523,2009,1,KBO,Hanwha,2B,45,90,117,4,29,0,0.981,4.6
15560,91523,2009,1,KBO,Hanwha,SS,30,37,70,2,18,0,0.982,3.567
15561,91523,2009,1,KBO,Hanwha,1B,20,49,3,0,8,0,1,2.6
15562,91523,2009,1,KBO,Hanwha,3B,7,0,5,2,1,0,0.714,0.714
15563,91536,2002,1,KBO,LG,P,2,0,0,0,0,0,,0
15564,91734,2001,1,KBO,SK,C,88,373,28,4,3,8,0.99,4.557
15565,91734,2001,1,KBO,SK,OF,13,5,0,0,0,0,1,0.385
15566,91734,2001,1,KBO,SK,OF,1,0,0,0,0,0,,0
15567,91734,2002,1,KBO,SK,C,28,108,5,2,1,2,0.983,4.036
15568,91734,2002,1,KBO,SK,OF,25,25,0,0,0,0,1,1
15569,91739,2001,1,KBO,Hanwha,OF,20,18,0,1,0,0,0.947,0.9
15570,91739,2001,1,KBO,Hanwha,OF,14,19,1,1,1,0,0.952,1.429
15571,91739,2002,1,KBO,Hanwha,OF,3,1,0,0,0,0,1,0.333
15572,91739,2002,1,KBO,Hanwha,OF,2,1,0,0,0,0,1,0.5
15573,91803,2001,1,KBO,Samsung,OF,3,3,0,0,0,0,1,1
15574,91803,2001,1,KBO,Samsung,1B,3,5,2,0,0,0,1,2.333
15575,91803,2002,1,KBO,SK,1B,21,140,10,0,9,0,1,7.143
15576,91803,2003,1,KBO,SK,1B,67,465,33,0,37,0,1,7.433
15577,91803,2004,1,KBO,SK,1B,27,194,9,0,21,0,1,7.519
15578,91803,2005,1,KBO,SK,1B,28,180,10,2,17,0,0.99,6.786
15579,91818,2001,1,KBO,SK,P,46,7,20,0,1,0,1,0.587
15580,91818,2002,1,KBO,SK,P,46,5,17,0,2,0,1,0.478
15581,91818,2003,1,KBO,Hyundai,P,36,1,11,0,1,0,1,0.333
15582,91818,2004,1,KBO,KIA,P,38,2,5,1,0,0,0.875,0.184
15583,91818,2005,1,KBO,KIA,P,4,0,1,0,0,0,1,0.25
15584,91833,2001,1,KBO,SK,P,19,6,14,0,2,0,1,1.053
15585,91833,2002,1,KBO,SK,P,16,1,8,0,1,0,1,0.562
15586,91848,2001,1,KBO,SK,P,26,9,25,2,0,0,0.944,1.308
15587,91848,2002,1,KBO,SK,P,13,3,9,0,0,0,1,0.923
15588,91848,2003,1,KBO,SK,P,30,4,14,1,1,0,0.947,0.6
15589,91848,2004,1,KBO,SK,P,30,7,26,0,7,0,1,1.1
15590,91848,2005,1,KBO,SK,P,30,13,34,2,2,0,0.959,1.567
15591,91848,2006,1,KBO,SK,P,24,6,33,2,1,0,0.951,1.625
15592,91848,2007,1,KBO,SK,P,42,10,15,0,1,0,1,0.595
15593,91848,2008,1,KBO,SK,P,42,7,11,1,0,0,0.947,0.429
15594,91848,2009,1,KBO,SK,P,25,1,7,0,0,0,1,0.32
15595,91848,2010,1,KBO,SK,P,3,0,0,1,0,0,0,0
15596,92202,2001,1,KBO,SK,P,14,2,7,0,0,0,1,0.643
15597,92202,2002,1,KBO,SK,P,45,3,13,1,0,0,0.941,0.356
15598,92202,2003,1,KBO,Doosan,P,40,2,14,1,0,0,0.941,0.4
15599,92202,2004,1,KBO,Doosan,P,5,1,3,1,0,0,0.8,0.8
15600,92204,2001,1,KBO,Hanwha,C,88,331,32,3,6,3,0.992,4.125
15601,92204,2002,1,KBO,Hanwha,C,106,417,33,2,6,4,0.996,4.245
15602,92204,2003,1,KBO,Hanwha,C,46,147,11,2,1,3,0.988,3.435
15603,92207,2001,1,KBO,Doosan,2B,74,148,203,8,55,0,0.978,4.743
15604,92207,2001,1,KBO,Doosan,3B,72,49,107,9,9,0,0.945,2.167
15605,92207,2001,1,KBO,Doosan,SS,5,7,9,1,3,0,0.941,3.2
15606,92207,2002,1,KBO,Doosan,2B,123,236,324,3,92,0,0.995,4.553
15607,92207,2002,1,KBO,Doosan,3B,42,13,34,3,3,0,0.94,1.119
15608,92207,2002,1,KBO,Doosan,SS,2,0,0,0,0,0,,0
15609,92207,2003,1,KBO,Doosan,2B,128,292,310,5,89,0,0.992,4.703
15610,92207,2003,1,KBO,Doosan,3B,2,1,3,0,0,0,1,2
15611,92207,2004,1,KBO,Doosan,2B,123,259,344,8,99,0,0.987,4.902
15612,92207,2004,1,KBO,Doosan,3B,4,2,6,0,0,0,1,2
15613,92207,2005,1,KBO,Doosan,2B,101,199,259,3,74,0,0.993,4.535
15614,92207,2005,1,KBO,Doosan,1B,7,17,0,0,1,0,1,2.429
15615,92207,2006,1,KBO,Doosan,1B,93,577,55,3,54,0,0.995,6.796
15616,92207,2006,1,KBO,Doosan,3B,31,18,40,5,2,0,0.921,1.871
15617,92207,2006,1,KBO,Doosan,2B,20,40,44,1,10,0,0.988,4.2
15618,92207,2007,1,KBO,Doosan,1B,103,802,61,2,71,0,0.998,8.379
15619,92207,2008,1,KBO,Doosan,1B,38,224,21,1,21,0,0.996,6.447
15620,92207,2009,1,KBO,SK,1B,34,112,5,0,12,0,1,3.441
15621,92207,2009,1,KBO,SK,3B,3,0,2,0,0,0,1,0.667
15622,92207,2009,1,KBO,SK,2B,3,5,5,0,2,0,1,3.333
15623,92207,2010,1,KBO,SK,1B,7,34,2,0,1,0,1,5.143
15624,92207,2010,1,KBO,SK,3B,1,0,1,0,0,0,1,1
15625,92211,2001,1,KBO,Doosan,OF,105,147,6,0,1,0,1,1.457
15626,92211,2001,1,KBO,Doosan,1B,31,134,13,2,14,0,0.987,4.742
15627,92211,2001,1,KBO,Doosan,OF,3,5,0,0,0,0,1,1.667
15628,92211,2002,1,KBO,Doosan,1B,117,912,41,4,82,0,0.996,8.145
15629,92211,2002,1,KBO,Doosan,OF,22,26,0,2,0,0,0.929,1.182
15630,92211,2002,1,KBO,Doosan,OF,5,2,0,0,0,0,1,0.4
15631,92211,2003,1,KBO,Doosan,1B,79,528,36,5,55,0,0.991,7.139
15632,92211,2003,1,KBO,Doosan,OF,48,71,1,1,0,0,0.986,1.5
15633,92211,2003,1,KBO,Doosan,OF,1,0,0,0,0,0,,0
15634,92211,2004,1,KBO,Doosan,1B,116,871,66,6,100,0,0.994,8.078
15635,92211,2004,1,KBO,Doosan,OF,19,14,0,0,0,0,1,0.737
15636,92211,2004,1,KBO,Doosan,OF,7,8,0,0,0,0,1,1.143
15637,92211,2004,1,KBO,Doosan,OF,2,2,0,0,0,0,1,1
15638,92211,2005,1,KBO,Doosan,1B,106,737,47,5,91,0,0.994,7.396
15639,92211,2005,1,KBO,Doosan,OF,16,20,0,0,0,0,1,1.25
15640,92211,2005,1,KBO,Doosan,OF,7,1,0,0,0,0,1,0.143
15641,92211,2005,1,KBO,Doosan,OF,1,1,0,0,0,0,1,1
15642,92211,2006,1,KBO,Doosan,OF,33,34,2,0,0,0,1,1.091
15643,92211,2006,1,KBO,Doosan,1B,27,146,7,2,18,0,0.987,5.667
15644,92211,2006,1,KBO,Doosan,OF,2,0,0,0,0,0,,0
15645,92211,2007,1,KBO,Doosan,OF,3,2,1,0,0,0,1,1
15646,92211,2007,1,KBO,Doosan,1B,3,10,0,0,1,0,1,3.333
15647,92211,2007,1,KBO,Doosan,OF,2,2,0,0,0,0,1,1
15648,92301,2003,1,KBO,Hyundai,P,29,8,44,0,5,0,1,1.793
15649,92301,2004,1,KBO,Hyundai,P,28,10,22,2,1,0,0.941,1.143
15650,92301,2005,1,KBO,Hyundai,P,8,0,3,0,0,0,1,0.375
15651,92301,2006,1,KBO,Hyundai,P,1,0,0,0,0,0,,0
15652,92301,2007,1,KBO,Hyundai,P,7,1,4,0,0,0,1,0.714
15653,92301,2008,1,KBO,KIA,P,1,0,0,0,0,0,,0
15654,92302,2001,1,KBO,LG,P,23,6,17,3,0,0,0.885,1
15655,92302,2002,1,KBO,LG,P,8,3,2,0,1,0,1,0.625
15656,92302,2003,1,KBO,LG,P,1,0,0,0,0,0,,0
15657,92303,2001,1,KBO,Hyundai,C,25,26,4,0,1,0,1,1.2
15658,92304,2001,1,KBO,Hyundai,C,39,133,8,0,0,3,1,3.615
15659,92304,2002,1,KBO,KIA,C,14,54,4,0,0,1,1,4.143
15660,92304,2002,1,KBO,KIA,1B,2,5,0,0,1,0,1,2.5
15661,92304,2003,1,KBO,KIA,1B,5,3,1,0,0,0,1,0.8
15662,92304,2003,1,KBO,KIA,C,1,4,1,0,0,0,1,5
15663,92304,2004,1,KBO,KIA,1B,11,30,2,1,3,0,0.97,2.909
15664,92304,2004,1,KBO,KIA,C,9,23,2,0,0,1,1,2.778
15665,92304,2005,1,KBO,KIA,1B,5,22,0,0,1,0,1,4.4
15666,92304,2006,1,KBO,KIA,1B,5,16,2,1,4,0,0.947,3.6
15667,92304,2007,1,KBO,KIA,1B,17,89,3,0,6,0,1,5.412
15668,92304,2007,1,KBO,KIA,C,1,1,0,0,0,0,1,1
15669,92304,2008,1,KBO,KIA,1B,2,13,2,0,2,0,1,7.5
15670,92304,2009,1,KBO,KIA,1B,1,0,0,0,0,0,,0
15671,92306,2001,1,KBO,Hyundai,1B,5,25,0,1,4,0,0.962,5
15672,92306,2002,1,KBO,Hyundai,1B,9,35,5,0,1,0,1,4.444
15673,92306,2003,1,KBO,KIA,1B,24,162,20,0,16,0,1,7.583
15674,92306,2004,1,KBO,Doosan,1B,2,6,1,0,1,0,1,3.5
15675,92306,2005,1,KBO,Doosan,1B,36,183,10,1,27,0,0.995,5.361
15676,92401,2001,1,KBO,Samsung,P,7,0,0,0,0,0,,0
15677,92401,2002,1,KBO,SK,P,47,4,8,0,1,0,1,0.255
15678,92401,2003,1,KBO,SK,P,12,2,3,0,0,0,1,0.417
15679,92403,2001,1,KBO,KIA,P,50,4,19,2,0,0,0.92,0.46
15680,92403,2002,1,KBO,KIA,P,40,3,7,0,1,0,1,0.25
15681,92403,2003,1,KBO,KIA,P,4,0,1,0,0,0,1,0.25
15682,92403,2004,1,KBO,Hanwha,P,39,3,8,1,0,0,0.917,0.282
15683,92403,2005,1,KBO,Hanwha,P,40,3,2,1,0,0,0.833,0.125
15684,92403,2006,1,KBO,Hanwha,P,2,0,0,0,0,0,,0
15685,92404,2001,1,KBO,KIA,P,8,0,1,0,0,0,1,0.125
15686,92404,2002,1,KBO,KIA,P,10,2,0,0,0,0,1,0.2
15687,92404,2003,1,KBO,Doosan,P,11,1,6,0,1,0,1,0.636
15688,92407,2001,1,KBO,KIA,3B,51,13,56,3,4,0,0.958,1.353
15689,92407,2001,1,KBO,KIA,2B,41,50,79,5,21,0,0.963,3.146
15690,92407,2001,1,KBO,KIA,SS,14,11,15,3,5,0,0.897,1.857
15691,92407,2002,1,KBO,KIA,3B,24,6,20,3,3,0,0.897,1.083
15692,92407,2002,1,KBO,KIA,SS,21,18,26,2,7,0,0.957,2.095
15693,92407,2002,1,KBO,KIA,2B,10,8,7,0,1,0,1,1.5
15694,92501,2001,1,KBO,Lotte,P,58,1,9,0,2,0,1,0.172
15695,92501,2002,1,KBO,Lotte,P,50,1,3,0,0,0,1,0.08
15696,92501,2003,1,KBO,Lotte,P,81,3,9,0,0,0,1,0.148
15697,92501,2004,1,KBO,Lotte,P,65,1,8,0,2,0,1,0.138
15698,92501,2005,1,KBO,Lotte,P,35,1,4,0,1,0,1,0.143
15699,92501,2006,1,KBO,Lotte,P,63,1,6,0,0,0,1,0.111
15700,92501,2007,1,KBO,SK,P,66,3,5,0,0,0,1,0.121
15701,92501,2008,1,KBO,SK,P,60,2,3,0,0,0,1,0.083
15702,92501,2009,1,KBO,SK,P,13,2,1,0,0,0,1,0.231
15703,92501,2010,1,KBO,SK,P,21,2,3,1,0,0,0.833,0.238
15704,92508,2001,1,KBO,Lotte,P,24,6,15,0,0,0,1,0.875
15705,92508,2002,1,KBO,Lotte,P,31,10,19,1,1,0,0.967,0.935
15706,92508,2003,1,KBO,Lotte,P,24,6,13,0,0,0,1,0.792
15707,92508,2004,1,KBO,Lotte,P,21,9,18,1,1,0,0.964,1.286
15708,92508,2005,1,KBO,Lotte,P,22,5,15,2,3,0,0.909,0.909
15709,92508,2006,1,KBO,Lotte,P,25,11,26,2,1,0,0.949,1.48
15710,92508,2007,1,KBO,Lotte,P,14,4,5,0,0,0,1,0.643
15711,92508,2008,1,KBO,Lotte,P,21,2,3,0,0,0,1,0.238
15712,92509,2001,1,KBO,SK,C,110,488,43,6,7,9,0.989,4.827
15713,92509,2002,1,KBO,SK,C,62,240,17,5,1,4,0.981,4.145
15714,92509,2003,1,KBO,SK,C,38,105,9,1,1,2,0.991,3
15715,92509,2004,1,KBO,SK,C,29,66,6,0,2,1,1,2.483
15716,92509,2005,1,KBO,SK,C,22,72,2,0,0,0,1,3.364
15717,92510,2001,1,KBO,SK,2B,15,5,12,0,1,0,1,1.133
15718,92510,2001,1,KBO,SK,3B,10,2,4,0,0,0,1,0.6
15719,92510,2001,1,KBO,SK,SS,3,1,0,0,0,0,1,0.333
15720,92510,2002,1,KBO,SK,2B,1,0,0,0,0,0,,0
15721,92701,2001,1,KBO,Hanwha,P,3,0,0,0,0,0,,0
15722,92701,2002,1,KBO,Hanwha,P,20,5,17,1,1,0,0.957,1.1
15723,92701,2003,1,KBO,Hanwha,P,12,6,10,1,4,0,0.941,1.333
15724,92701,2004,1,KBO,Hanwha,P,20,3,6,0,0,0,1,0.45
15725,92701,2005,1,KBO,Hanwha,P,33,3,6,2,1,0,0.818,0.273
15726,92701,2006,1,KBO,Hanwha,P,7,1,2,0,0,0,1,0.429
15727,92704,2002,1,KBO,Hanwha,P,26,7,21,2,1,0,0.933,1.077
15728,92704,2003,1,KBO,Hanwha,P,26,6,23,3,1,0,0.906,1.115
15729,92704,2004,1,KBO,Hanwha,P,13,7,9,0,0,0,1,1.231
15730,92704,2005,1,KBO,Hanwha,P,25,8,14,1,0,0,0.957,0.88
15731,92704,2006,1,KBO,Hanwha,P,25,6,20,0,1,0,1,1.04
15732,92704,2007,1,KBO,Hanwha,P,26,12,23,2,0,0,0.946,1.346
15733,92704,2008,1,KBO,Hanwha,P,25,8,21,0,0,0,1,1.16
15734,92704,2009,1,KBO,Hanwha,P,8,1,4,2,2,0,0.714,0.625
15735,92809,2001,1,KBO,Hyundai,C,115,638,87,9,16,2,0.988,6.304
15736,92809,2002,1,KBO,Hyundai,C,116,687,53,2,12,8,0.997,6.379
15737,92809,2003,1,KBO,SK,C,120,637,71,9,10,11,0.987,5.9
15738,92809,2004,1,KBO,SK,C,126,802,81,6,10,10,0.993,7.008
15739,92809,2005,1,KBO,SK,C,112,682,74,4,9,7,0.995,6.75
15740,92809,2006,1,KBO,SK,C,111,568,47,5,7,4,0.992,5.541
